word,verse_key,surah_id,verse_id,global_verse_number,word_position,juz,page,audio_file,clip_file,clip_start_sec,clip_end_sec,clip_duration_sec,clip_matched,asr_text,asr_probability
لَهُمۡ,2:13,2,13,20,2,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_002.wav,1.28,2.06,0.78,True,لَهُمْ,1.0
ءَامِنُواْ,2:13,2,13,20,3,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_003.wav,1.98,2.84,0.86,True,آمِنُوا,1.0
كَمَآ,2:13,2,13,20,4,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_004.wav,2.76,4.0,1.24,True,كَمَا,1.0
ءَامَنَ,2:13,2,13,20,5,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_005.wav,3.92,6.04,2.12,True,آمَنَ,1.0
ٱلنَّاسُ,2:13,2,13,20,6,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_006.wav,5.96,6.7,0.74,True,النَّاسُ,1.0
قَالُوٓاْ,2:13,2,13,20,7,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_007.wav,6.62,8.54,1.92,True,قَالُوا,1.0
أَنُؤۡمِنُ,2:13,2,13,20,8,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_008.wav,8.46,9.46,1.0,True,أَنُؤْمِنُ,1.0
كَمَآ,2:13,2,13,20,9,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_009.wav,9.38,10.24,0.86,True,كَمَا,1.0
ءَامَنَ,2:13,2,13,20,10,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_010.wav,10.16,12.02,1.86,True,آمَنَ,1.0
ٱلسُّفَهَآءُۗ,2:13,2,13,20,11,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_011.wav,11.94,15.06,3.12,True,السُّفَهَاءُ,0.9998
أَلَآ,2:13,2,13,20,12,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_012.wav,14.98,16.86,1.88,True,أَلَا,1.0
إِنَّهُمۡ,2:13,2,13,20,13,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_013.wav,16.78,18.32,1.54,True,إِنَّهُمْ,1.0
هُمُ,2:13,2,13,20,14,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_014.wav,18.24,18.66,0.42,True,هُمُ,1.0
ٱلسُّفَهَآءُ,2:13,2,13,20,15,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_015.wav,18.58,21.14,2.56,True,السُّفَهَاءُ,0.9998
وَلَٰكِن,2:13,2,13,20,16,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_016.wav,21.06,21.9,0.84,True,وَلَكِنْ,1.0
لَّا,2:13,2,13,20,17,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_017.wav,21.82,22.46,0.64,True,لَا,1.0
يَعۡلَمُونَ,2:13,2,13,20,18,1,3,fullQuran/alafasy_quran_complete/002/002013.mp3,dataset/word_clips/002/002013/word_018.wav,22.38,24.8,2.42,True,يَعْلَمُونَ,1.0
وَإِذَا,2:14,2,14,21,0,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_000.wav,0.0,0.84,0.84,True,وَإِذَا,1.0
لَقُواْ,2:14,2,14,21,1,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_001.wav,0.76,1.24,0.48,True,لَقُوا,1.0
ٱلَّذِينَ,2:14,2,14,21,2,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_002.wav,1.16,2.2,1.04,True,الَّذِينَ,1.0
ءَامَنُواْ,2:14,2,14,21,3,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_003.wav,2.12,3.04,0.92,True,آمَنُوا,1.0
قَالُوٓاْ,2:14,2,14,21,4,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_004.wav,2.96,4.78,1.82,True,قَالُوا,1.0
ءَامَنَّا,2:14,2,14,21,5,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_005.wav,4.7,6.56,1.86,True,آمَنَّا,1.0
وَإِذَا,2:14,2,14,21,6,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_006.wav,6.48,7.3,0.82,True,وَإِذَا,1.0
خَلَوۡاْ,2:14,2,14,21,7,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_007.wav,7.22,7.9,0.68,True,خَلَوْا,1.0
إِلَىٰ,2:14,2,14,21,8,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_008.wav,7.82,8.38,0.56,True,إِلَى,1.0
شَيَٰطِينِهِمۡ,2:14,2,14,21,9,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_009.wav,8.3,14.66,6.36,True,شَيَاطِينِهِمْ,1.0
قَالُوٓاْ,2:14,2,14,21,10,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_010.wav,14.58,15.66,1.08,True,قَالُوا,0.9999
إِنَّا,2:14,2,14,21,11,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_011.wav,15.58,18.06,2.48,True,إِنَّا,1.0
مَعَكُمۡ,2:14,2,14,21,12,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_012.wav,17.98,18.88,0.9,True,مَعَكُمْ,1.0
إِنَّمَا,2:14,2,14,21,13,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_013.wav,18.8,20.5,1.7,True,إِنَّمَا,1.0
نَحۡنُ,2:14,2,14,21,14,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_014.wav,20.42,21.06,0.64,True,نَحْنُ,1.0
مُسۡتَهۡزِءُونَ,2:14,2,14,21,15,1,3,fullQuran/alafasy_quran_complete/002/002014.mp3,dataset/word_clips/002/002014/word_015.wav,20.98,23.52,2.54,True,مُسْتَهْزِئُونَ,1.0
ٱللَّهُ,2:15,2,15,22,0,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_000.wav,0.0,1.06,1.06,True,اللَّهُ,1.0
يَسۡتَهۡزِئُ,2:15,2,15,22,1,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_001.wav,0.98,2.1,1.12,True,يَسْتَهْزِئُ,1.0
بِهِمۡ,2:15,2,15,22,2,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_002.wav,2.02,2.64,0.62,True,بِهِمْ,1.0
وَيَمُدُّهُمۡ,2:15,2,15,22,3,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_003.wav,2.56,3.86,1.3,True,وَيَمُدُّهُمْ,1.0
فِي,2:15,2,15,22,4,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_004.wav,3.78,4.24,0.46,True,فِي,1.0
طُغۡيَٰنِهِمۡ,2:15,2,15,22,5,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_005.wav,4.16,5.58,1.42,True,طُغْيَانِهِمْ,1.0
يَعۡمَهُونَ,2:15,2,15,22,6,1,3,fullQuran/alafasy_quran_complete/002/002015.mp3,dataset/word_clips/002/002015/word_006.wav,5.5,7.72,2.22,True,يَعْمَهُونَ,1.0
أُوْلَـٰٓئِكَ,2:16,2,16,23,0,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_000.wav,0.0,2.52,2.52,True,أُولَئِكَ,1.0
ٱلَّذِينَ,2:16,2,16,23,1,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_001.wav,2.44,3.4,0.96,True,الَّذِينَ,1.0
ٱشۡتَرَوُاْ,2:16,2,16,23,2,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_002.wav,3.32,4.3,0.98,True,اشْتَرَوُا,1.0
ٱلضَّلَٰلَةَ,2:16,2,16,23,3,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_003.wav,4.22,5.26,1.04,True,الضَّلَالَةَ,1.0
بِٱلۡهُدَىٰ,2:16,2,16,23,4,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,,,,,False,,
فَمَا,2:16,2,16,23,5,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_005.wav,5.18,6.04,0.86,True,بِالْهُدَى,1.0
رَبِحَت,2:16,2,16,23,6,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_006.wav,5.96,6.68,0.72,True,فَمَا,1.0
تِّجَٰرَتُهُمۡ,2:16,2,16,23,7,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_007.wav,6.6,7.44,0.84,True,رَبِحَتْ,1.0
وَمَا,2:16,2,16,23,8,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_008.wav,7.36,8.68,1.32,True,تِجَارَتُهُمْ,1.0
كَانُواْ,2:16,2,16,23,9,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_009.wav,8.6,9.22,0.62,True,وَمَا,1.0
مُهۡتَدِينَ,2:16,2,16,23,10,1,3,fullQuran/alafasy_quran_complete/002/002016.mp3,dataset/word_clips/002/002016/word_010.wav,9.14,9.96,0.82,True,كَانُوا,1.0
مَثَلُهُمۡ,2:17,2,17,24,0,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_000.wav,0.0,1.16,1.16,True,مَثَلُهُمْ,1.0
كَمَثَلِ,2:17,2,17,24,1,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_001.wav,1.08,1.84,0.76,True,كَمَثَلِ,1.0
ٱلَّذِي,2:17,2,17,24,2,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_002.wav,1.76,2.4,0.64,True,الَّذِي,1.0
ٱسۡتَوۡقَدَ,2:17,2,17,24,3,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_003.wav,2.32,3.38,1.06,True,اسْتَوْقَدَ,1.0
نَارٗا,2:17,2,17,24,4,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_004.wav,3.3,4.54,1.24,True,نَارًا,1.0
فَلَمَّآ,2:17,2,17,24,5,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_005.wav,4.46,7.3,2.84,True,فَلَمَّا,1.0
أَضَآءَتۡ,2:17,2,17,24,6,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_006.wav,7.22,9.76,2.54,True,أَضَاءَتْ,1.0
مَا,2:17,2,17,24,7,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_007.wav,9.68,10.02,0.34,True,مَا,1.0
حَوۡلَهُۥ,2:17,2,17,24,8,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_008.wav,9.94,11.0,1.06,True,حَوْلَهُ,1.0
ذَهَبَ,2:17,2,17,24,9,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_009.wav,10.92,11.5,0.58,True,ذَهَبَ,0.9999
ٱللَّهُ,2:17,2,17,24,10,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_010.wav,11.42,12.3,0.88,True,اللَّهُ,1.0
بِنُورِهِمۡ,2:17,2,17,24,11,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_011.wav,12.22,16.22,4.0,True,بِنُورِهِمْ,1.0
وَتَرَكَهُمۡ,2:17,2,17,24,12,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_012.wav,16.14,17.36,1.22,True,وَتَرَكَهُمْ,1.0
فِي,2:17,2,17,24,13,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_013.wav,17.28,17.66,0.38,True,فِي,1.0
ظُلُمَٰتٖ,2:17,2,17,24,14,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_014.wav,17.58,18.68,1.1,True,ظُلُمَاتٍ,1.0
لَّا,2:17,2,17,24,15,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_015.wav,18.6,19.22,0.62,True,لَا,1.0
يُبۡصِرُونَ,2:17,2,17,24,16,1,4,fullQuran/alafasy_quran_complete/002/002017.mp3,dataset/word_clips/002/002017/word_016.wav,19.14,21.58,2.44,True,يُبْصِرُونَ,1.0
صُمُّۢ,2:18,2,18,25,0,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_000.wav,0.0,2.46,2.46,True,صُمٌّ,1.0
بُكۡمٌ,2:18,2,18,25,1,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_001.wav,2.38,3.2,0.82,True,بُكْمٌ,1.0
عُمۡيٞ,2:18,2,18,25,2,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_002.wav,3.12,4.32,1.2,True,عُمْيٌ,1.0
فَهُمۡ,2:18,2,18,25,3,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_003.wav,4.24,5.04,0.8,True,فَهُمْ,1.0
لَا,2:18,2,18,25,4,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_004.wav,4.96,5.36,0.4,True,لَا,1.0
يَرۡجِعُونَ,2:18,2,18,25,5,1,4,fullQuran/alafasy_quran_complete/002/002018.mp3,dataset/word_clips/002/002018/word_005.wav,5.28,7.54,2.26,True,يَرْجِعُونَ,1.0
أَوۡ,2:19,2,19,26,0,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_000.wav,0.0,0.5,0.5,True,أَوْ,1.0
كَصَيِّبٖ,2:19,2,19,26,1,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_001.wav,0.42,2.28,1.86,True,كَصَيِّبٍ,1.0
مِّنَ,2:19,2,19,26,2,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_002.wav,2.2,2.62,0.42,True,مِنَ,1.0
ٱلسَّمَآءِ,2:19,2,19,26,3,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_003.wav,2.54,4.7,2.16,True,السَّمَاءِ,1.0
فِيهِ,2:19,2,19,26,4,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_004.wav,4.62,5.28,0.66,True,فِيهِ,1.0
ظُلُمَٰتٞ,2:19,2,19,26,5,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_005.wav,5.2,6.56,1.36,True,ظُلُمَاتٌ,1.0
وَرَعۡدٞ,2:19,2,19,26,6,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_006.wav,6.48,7.94,1.46,True,وَرَعْدٌ,0.9998
وَبَرۡقٞ,2:19,2,19,26,7,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_007.wav,7.86,9.48,1.62,True,وَبَرْقٌ,0.9999
يَجۡعَلُونَ,2:19,2,19,26,8,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_008.wav,9.4,10.62,1.22,True,يَجْعَلُونَ,1.0
أَصَٰبِعَهُمۡ,2:19,2,19,26,9,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_009.wav,10.54,11.94,1.4,True,أَصَابِعَهُمْ,1.0
فِيٓ,2:19,2,19,26,10,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_010.wav,11.86,13.32,1.46,True,فِي,1.0
ءَاذَانِهِم,2:19,2,19,26,11,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_011.wav,13.24,15.52,2.28,True,آذَانِهِمْ,1.0
مِّنَ,2:19,2,19,26,12,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_012.wav,15.44,15.76,0.32,True,مِنَ,1.0
ٱلصَّوَٰعِقِ,2:19,2,19,26,13,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_013.wav,15.68,16.94,1.26,True,الصَّوَاعِقِ,0.9997
حَذَرَ,2:19,2,19,26,14,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_014.wav,16.86,17.48,0.62,True,حَذَرَ,1.0
ٱلۡمَوۡتِۚ,2:19,2,19,26,15,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_015.wav,17.4,19.82,2.42,True,الْمَوْتِ,1.0
وَٱللَّهُ,2:19,2,19,26,16,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,,,,,False,,
مُحِيطُۢ,2:19,2,19,26,17,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_017.wav,19.74,20.88,1.14,True,وَاللَّهُ,1.0
بِٱلۡكَٰفِرِينَ,2:19,2,19,26,18,1,4,fullQuran/alafasy_quran_complete/002/002019.mp3,dataset/word_clips/002/002019/word_018.wav,20.8,22.56,1.76,True,مُحِيطٌ,1.0
يَكَادُ,2:20,2,20,27,0,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_000.wav,0.0,0.94,0.94,True,يَكَادُ,1.0
ٱلۡبَرۡقُ,2:20,2,20,27,1,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_001.wav,0.86,1.62,0.76,True,الْبَرْقُ,1.0
يَخۡطَفُ,2:20,2,20,27,2,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_002.wav,1.54,2.48,0.94,True,يَخْطَفُ,0.9999
أَبۡصَٰرَهُمۡۖ,2:20,2,20,27,3,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_003.wav,2.4,4.04,1.64,True,أَبْصَارَهُمْ,1.0
كُلَّمَآ,2:20,2,20,27,4,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_004.wav,3.96,5.78,1.82,True,كُلَّمَا,0.9999
أَضَآءَ,2:20,2,20,27,5,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_005.wav,5.7,8.6,2.9,True,أَضَاءَ,1.0
لَهُم,2:20,2,20,27,6,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_006.wav,8.52,9.52,1.0,True,لَهُمْ,1.0
مَّشَوۡاْ,2:20,2,20,27,7,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_007.wav,9.44,10.34,0.9,True,مَشَوْا,0.9999
فِيهِ,2:20,2,20,27,8,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_008.wav,10.26,10.96,0.7,True,فِيهِ,1.0
وَإِذَآ,2:20,2,20,27,9,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_009.wav,10.88,12.38,1.5,True,وَإِذَا,1.0
أَظۡلَمَ,2:20,2,20,27,10,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_010.wav,12.3,13.84,1.54,True,أَظْلَمَ,1.0
عَلَيۡهِمۡ,2:20,2,20,27,11,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_011.wav,13.76,14.82,1.06,True,عَلَيْهِمْ,1.0
قَامُواْۚ,2:20,2,20,27,12,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_012.wav,14.74,16.0,1.26,True,قَامُوا,1.0
وَلَوۡ,2:20,2,20,27,13,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_013.wav,15.92,16.58,0.66,True,وَلَوْ,1.0
شَآءَ,2:20,2,20,27,14,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_014.wav,16.5,18.44,1.94,True,شَاءَ,1.0
ٱللَّهُ,2:20,2,20,27,15,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_015.wav,18.36,19.18,0.82,True,اللَّهُ,1.0
لَذَهَبَ,2:20,2,20,27,16,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_016.wav,19.1,20.02,0.92,True,لَذَهَبَ,0.9998
بِسَمۡعِهِمۡ,2:20,2,20,27,17,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_017.wav,19.94,21.14,1.2,True,بِسَمْعِهِمْ,1.0
وَأَبۡصَٰرِهِمۡۚ,2:20,2,20,27,18,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_018.wav,21.06,22.94,1.88,True,وَأَبْصَارِهِمْ,1.0
إِنَّ,2:20,2,20,27,19,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_019.wav,22.86,24.2,1.34,True,إِنَّ,1.0
ٱللَّهَ,2:20,2,20,27,20,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_020.wav,24.12,25.0,0.88,True,اللَّهَ,1.0
عَلَىٰ,2:20,2,20,27,21,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_021.wav,24.92,25.58,0.66,True,عَلَى,1.0
كُلِّ,2:20,2,20,27,22,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_022.wav,25.5,26.26,0.76,True,كُلِّ,1.0
شَيۡءٖ,2:20,2,20,27,23,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_023.wav,26.18,27.84,1.66,True,شَيْءٍ,1.0
قَدِيرٞ,2:20,2,20,27,24,1,4,fullQuran/alafasy_quran_complete/002/002020.mp3,dataset/word_clips/002/002020/word_024.wav,27.76,29.42,1.66,True,قَدِيرٌ,0.9999
يَـٰٓأَيُّهَا,2:21,2,21,28,0,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_000.wav,1.54,2.9,1.36,True,أَيُّهَا,1.0
ٱلنَّاسُ,2:21,2,21,28,1,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_001.wav,2.82,4.02,1.2,True,النَّاسُ,1.0
ٱعۡبُدُواْ,2:21,2,21,28,2,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_002.wav,3.94,4.7,0.76,True,اعْبُدُوا,1.0
رَبَّكُمُ,2:21,2,21,28,3,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_003.wav,4.62,5.6,0.98,True,رَبَّكُمُ,1.0
ٱلَّذِي,2:21,2,21,28,4,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_004.wav,5.52,6.26,0.74,True,الَّذِي,1.0
خَلَقَكُمۡ,2:21,2,21,28,5,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_005.wav,6.18,7.22,1.04,True,خَلَقَكُمْ,1.0
وَٱلَّذِينَ,2:21,2,21,28,6,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,,,,,False,,
مِن,2:21,2,21,28,7,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_007.wav,7.14,8.24,1.1,True,وَالَّذِينَ,1.0
قَبۡلِكُمۡ,2:21,2,21,28,8,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_008.wav,8.16,9.12,0.96,True,مِنْ,1.0
لَعَلَّكُمۡ,2:21,2,21,28,9,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_009.wav,9.04,10.06,1.02,True,قَبْلِكُمْ,1.0
تَتَّقُونَ,2:21,2,21,28,10,1,4,fullQuran/alafasy_quran_complete/002/002021.mp3,dataset/word_clips/002/002021/word_010.wav,9.98,11.14,1.16,True,لَعَلَّكُمْ,1.0
ٱلَّذِي,2:22,2,22,29,0,1,4,fullQuran/alafasy_quran_complete/002/002022.mp3,dataset/word_clips/002/002022/word_000.wav,0.0,1.02,1.02,True,الَّذِي,1.0
جَعَلَ,2:22,2,22,29,1,1,4,fullQuran/alafasy_quran_complete/002/002022.mp3,dataset/word_clips/002/002022/word_001.wav,0.94,1.54,0.6,True,جَعَلَ,1.0
لَكُمُ,2:22,2,22,29,2,1,4,fullQuran/alafasy_quran_complete/002/002022.mp3,dataset/word_clips/002/002022/word_002.wav,1.46,2.06,0.6,True,لَكُمُ,1.0
ٱلۡأَرۡضَ,2:22,2,22,29,3,1,4,fullQuran/alafasy_quran_complete/002/002022.mp3,dataset/word_clips/002/002022/word_003.wav,1.98,2.7,0.72,True,الْأَرْضَ,1.0
فِرَٰشٗا,2:22,2,22,29,4,1,4,fullQuran/alafasy_quran_complete/002/002022.mp3,dataset/word_clips/002/002022/word_004.wav,2.62,3.86,1.24,True,فِرَاشًا,0.9999
